,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
11546486,roadway,"{'global': 'road', 'local': '02q-place'}",2380112,What place was the photo taken at?,"['11546487', '11546488']","['11546486', '11546487']",02q-place,place,road
02821057,sea,"{'global': 'place', 'local': '02q-place'}",2327307,What type of place is shown?,['02821058'],['02821057'],02q-place,place,place
02821058,sea,"{'global': 'place', 'local': '02q-place'}",2327307,Which place is it?,['02821057'],['02821058'],02q-place,place,place
17362194,field,"{'global': 'place', 'local': '02q-place'}",2322487,Which place is it?,"['17362193', '17362192', '17362195', '17362197', '17362196']",['17362194'],02q-place,place,place
06413335,classroom,"{'global': 'place', 'local': '02q-place'}",2339847,Which place is it?,['06413334'],['06413335'],02q-place,place,place
13462846,forest,"{'global': 'place', 'local': '02q-place'}",2341365,Which place is it?,"['13462847', '13462845', '13462851', '13462850', '13462848', '13462849']",['13462846'],02q-place,place,place
06991437,field,"{'global': 'place', 'local': '02q-place'}",2410472,Which place is it?,"['06991436', '06991438', '06991439', '06991441', '06991440']",['06991437'],02q-place,place,place
02304343,beach,"{'global': 'place', 'local': '02q-place'}",2335865,Which place is it?,"['02304348', '02304344', '02304345', '02304346', '02304347', '02304342']",['02304343'],02q-place,place,place
14641290,field,"{'global': 'place', 'local': '02q-place'}",2409712,Which place is it?,"['14641289', '14641294', '14641292', '14641293', '14641291']",['14641290'],02q-place,place,place
06278054,road,"{'global': 'road', 'local': '02q-place'}",1592625,Which place is it?,['06278053'],['06278054'],02q-place,place,road
11275135,street,"{'global': 'place', 'local': '02q-place'}",2340637,Which place is it?,"['11275133', '11275134']",['11275135'],02q-place,place,place
19687474,road,"{'global': 'road', 'local': '02q-place'}",2359055,Which place is this photo in?,['19687475'],['19687474'],02q-place,place,road
04369059,garden,"{'global': 'place', 'local': '02q-place'}",2358865,Which place is it?,"['04369060', '04369061', '04369062', '04369063', '04369058']",['04369059'],02q-place,place,place
03339577,pen,"{'global': '', 'local': '02q-place'}",2331684,What place could this be?,['03339578'],['03339577'],02q-place,place,
13567782,road,"{'global': 'road', 'local': '02q-place'}",2334759,Which place is it?,['13567781'],['13567782'],02q-place,place,road
11981230,street,"{'global': 'place', 'local': '02q-place'}",3180,Which place is it?,['11981229'],['11981230'],02q-place,place,place
17102054,path,"{'global': 'road', 'local': '02q-place'}",2368765,Which place is it?,"['17102052', '17102053']",['17102054'],02q-place,place,road
05671555,river,"{'global': 'place', 'local': '02q-place'}",2404092,Which place is it?,"['05671558', '05671556', '05671557', '05671554', '05671553']",['05671555'],02q-place,place,place
04996769,street,"{'global': 'place', 'local': '02q-place'}",2403289,Which place is it?,['04996768'],['04996769'],02q-place,place,place
04996768,street,"{'global': 'place', 'local': '02q-place'}",2403289,What place is pictured?,['04996769'],['04996768'],02q-place,place,place
0772372,street,"{'global': 'place', 'local': '02q-place'}",2407945,What kind of place is shown?,['0772373'],['0772372'],02q-place,place,place
19814403,forest,"{'global': 'place', 'local': '02q-place'}",2413727,Which place is it?,"['19814406', '19814405', '19814404', '19814402', '19814401']",['19814403'],02q-place,place,place
15930064,pavement,"{'global': 'road', 'local': '02q-place'}",2382038,What place is the image in?,['15930065'],['15930064'],02q-place,place,road
13696645,street,"{'global': 'place', 'local': '02q-place'}",2321676,Which place is it?,['13696644'],['13696645'],02q-place,place,place
03616050,road,"{'global': 'road', 'local': '02q-place'}",2332772,Where is this?,['03616051'],['03616050'],02q-place,place,road
1547708,stadium,"{'global': 'place', 'local': '02q-place'}",2380609,Which place is it?,"['1547707', '1547706']",['1547708'],02q-place,place,place
1547707,stadium,"{'global': 'place', 'local': '02q-place'}",2380609,Which place is this picture in?,"['1547708', '1547706']","['1547707', '1547706']",02q-place,place,place
12488059,beach,"{'global': 'place', 'local': '02q-place'}",2354593,Which place is it?,"['12488060', '12488061', '12488062', '12488058']",['12488059'],02q-place,place,place
19109839,porch,"{'global': 'place', 'local': '02q-place'}",2367706,What place is this picture at?,['19109840'],['19109839'],02q-place,place,place
08678380,garden,"{'global': 'place', 'local': '02q-place'}",2337804,Which place is it?,"['08678381', '08678382', '08678383', '08678379', '08678378']",['08678380'],02q-place,place,place
11850389,road,"{'global': 'road', 'local': '02q-place'}",2365727,What place is this?,"['11850391', '11850390']","['11850389', '11850390']",02q-place,place,road
0084000,skate park,"{'global': 'place', 'local': '02q-place'}",2318333,Where was the photo taken?,['0084001'],['0084000'],02q-place,place,place
17319919,road,"{'global': 'road', 'local': '02q-place'}",2338989,Which place is it?,"['17319918', '17319917']",['17319919'],02q-place,place,road
0945406,store,"{'global': 'place', 'local': '02q-place'}",2344492,Which place is it?,"['0945410', '0945407', '0945405', '0945408', '0945409']",['0945406'],02q-place,place,place
08616030,display,"{'global': 'place', 'local': '02q-place'}",2367928,Which place is it?,"['08616029', '08616028']",['08616030'],02q-place,place,place
1755849,backyard,"{'global': 'place', 'local': '02q-place'}",2366734,Which place is it?,"['1755847', '1755848']",['1755849'],02q-place,place,place
1755848,backyard,"{'global': 'place', 'local': '02q-place'}",2366734,Which place is this?,"['1755847', '1755849']","['1755847', '1755848']",02q-place,place,place
07152712,desert,"{'global': 'place', 'local': '02q-place'}",2340503,Which place is it?,"['07152713', '07152710', '07152711', '07152716', '07152714', '07152715']",['07152712'],02q-place,place,place
04998005,display,"{'global': 'place', 'local': '02q-place'}",2355817,Which place is it?,['04998004'],['04998005'],02q-place,place,place
09830108,highway,"{'global': 'road', 'local': '02q-place'}",2374973,Which place is it?,"['09830106', '09830107']",['09830108'],02q-place,place,road
1992471,road,"{'global': 'road', 'local': '02q-place'}",2328381,What place is this?,"['1992472', '1992470', '1992469']","['1992471', '1992470', '1992469']",02q-place,place,road
09830106,highway,"{'global': 'road', 'local': '02q-place'}",2374973,What place could this be?,"['09830107', '09830108']","['09830106', '09830107']",02q-place,place,road
03453945,yard,"{'global': 'place', 'local': '02q-place'}",2345474,What place is this?,['03453946'],['03453945'],02q-place,place,place
15989606,field,"{'global': 'place', 'local': '02q-place'}",2392643,Which place is it?,"['15989605', '15989607', '15989608', '15989609', '15989611', '15989610']",['15989606'],02q-place,place,place
1053386,forest,"{'global': 'place', 'local': '02q-place'}",2348890,Which place is it?,"['1053388', '1053389', '1053387', '1053385']",['1053386'],02q-place,place,place
051037523,swimming pool,"{'global': 'place', 'local': '02q-place'}",2376929,Which place is it?,"['051037522', '051037521']",['051037523'],02q-place,place,place
01532306,ocean,"{'global': 'place', 'local': '02q-place'}",2405043,Which place is it?,"['01532305', '01532304']",['01532306'],02q-place,place,place
18767439,pasture,"{'global': 'place', 'local': '02q-place'}",2394076,What type of place is this?,['18767440'],['18767439'],02q-place,place,place
11619643,street,"{'global': 'place', 'local': '02q-place'}",2360109,What place could this be?,['11619644'],['11619643'],02q-place,place,place
10227540,market,"{'global': 'place', 'local': '02q-place'}",2413021,Which place is it?,['10227539'],['10227540'],02q-place,place,place
13923409,ocean,"{'global': 'place', 'local': '02q-place'}",2401253,Which place is it?,"['13923408', '13923407']",['13923409'],02q-place,place,place
09844684,lawn,"{'global': 'place', 'local': '02q-place'}",2396532,Which place is it?,['09844683'],['09844684'],02q-place,place,place
09844683,lawn,"{'global': 'place', 'local': '02q-place'}",2396532,What place could this be?,['09844684'],['09844683'],02q-place,place,place
086608,runway,"{'global': 'road', 'local': '02q-place'}",2336281,What place is this?,"['086609', '086610', '086607']","['086608', '086607', '086609']",02q-place,place,road
1157023,road,"{'global': 'road', 'local': '02q-place'}",2395683,What type of place is this?,['1157024'],['1157023'],02q-place,place,road
0834808,ocean,"{'global': 'place', 'local': '02q-place'}",2329546,What is the photo showing?,"['0834809', '0834807']","['0834807', '0834808']",02q-place,place,place
06987058,airport,"{'global': 'place', 'local': '02q-place'}",2361887,Which place is it?,"['06987057', '06987059', '06987062', '06987060', '06987061']",['06987058'],02q-place,place,place
01134458,station,"{'global': 'place', 'local': '02q-place'}",1592040,What type of place is this?,"['01134459', '01134460']","['01134459', '01134458']",02q-place,place,place
13696287,street,"{'global': 'place', 'local': '02q-place'}",2349631,Which place is it?,"['13696285', '13696286']",['13696287'],02q-place,place,place
14553130,runway,"{'global': 'road', 'local': '02q-place'}",2399462,Which place is it?,['14553129'],['14553130'],02q-place,place,road
071059506,pasture,"{'global': 'place', 'local': '02q-place'}",2374640,What place is pictured?,['071059507'],['071059506'],02q-place,place,place
071059507,pasture,"{'global': 'place', 'local': '02q-place'}",2374640,Which place is it?,['071059506'],['071059507'],02q-place,place,place
08100248,road,"{'global': 'road', 'local': '02q-place'}",2278,What place is this?,['08100249'],['08100248'],02q-place,place,road
086610,runway,"{'global': 'road', 'local': '02q-place'}",2336281,Which place is it?,"['086608', '086609', '086607']",['086610'],02q-place,place,road
13548086,bakery,"{'global': 'place', 'local': '02q-place'}",2402570,Which place is it?,['13548085'],['13548086'],02q-place,place,place
13548085,bakery,"{'global': 'place', 'local': '02q-place'}",2402570,What place does this represent?,['13548086'],['13548085'],02q-place,place,place
121003122,lawn,"{'global': 'place', 'local': '02q-place'}",2331381,What place could this be?,"['121003121', '121003123']","['121003121', '121003122']",02q-place,place,place
02934884,parking lot,"{'global': 'place', 'local': '02q-place'}",2392665,Which place is it?,"['02934882', '02934883', '02934886', '02934887', '02934885', '02934888', '02934889']",['02934884'],02q-place,place,place
01303829,street,"{'global': 'place', 'local': '02q-place'}",2383451,What is the photo showing?,['01303830'],['01303829'],02q-place,place,place
14571086,field,"{'global': 'place', 'local': '02q-place'}",2388962,Which place is it?,"['14571089', '14571088', '14571085', '14571084', '14571087']",['14571086'],02q-place,place,place
01847938,river,"{'global': 'place', 'local': '02q-place'}",2398382,Which place is it?,"['01847937', '01847940', '01847941', '01847939']",['01847938'],02q-place,place,place
16350045,pond,"{'global': 'place', 'local': '02q-place'}",2327936,Which place is it?,"['16350046', '16350047', '16350044', '16350048']",['16350045'],02q-place,place,place
04128207,street,"{'global': 'place', 'local': '02q-place'}",1761,Which place is it?,['04128206'],['04128207'],02q-place,place,place
13515158,ocean,"{'global': 'place', 'local': '02q-place'}",2397985,Which place is this?,['13515159'],['13515158'],02q-place,place,place
01575818,river,"{'global': 'place', 'local': '02q-place'}",2340293,Which place is it?,"['01575820', '01575816', '01575817', '01575819', '01575821']",['01575818'],02q-place,place,place
09279184,field,"{'global': 'place', 'local': '02q-place'}",2398780,Which place is it?,"['09279189', '09279188', '09279183', '09279185', '09279187', '09279186']",['09279184'],02q-place,place,place
14368307,parking lot,"{'global': 'place', 'local': '02q-place'}",2333225,Which place is it?,"['14368308', '14368309', '14368311', '14368310', '14368306']",['14368307'],02q-place,place,place
02697544,station,"{'global': 'place', 'local': '02q-place'}",2356082,Where was the image taken?,['02697546'],['02697544'],02q-place,place,place
02697546,station,"{'global': 'place', 'local': '02q-place'}",2356082,Which place is it?,['02697544'],['02697546'],02q-place,place,place
11486449,lawn,"{'global': 'place', 'local': '02q-place'}",2770,What place is this?,['11486450'],['11486449'],02q-place,place,place
01391612,desert,"{'global': 'place', 'local': '02q-place'}",2376957,Which place is it?,"['01391614', '01391615', '01391616', '01391617', '01391611', '01391613']",['01391612'],02q-place,place,place
03212757,ocean,"{'global': 'place', 'local': '02q-place'}",2327623,What place is this?,['03212758'],['03212757'],02q-place,place,place
10529690,sea,"{'global': 'place', 'local': '02q-place'}",2363323,Which place is it?,['10529689'],['10529690'],02q-place,place,place
03795144,street,"{'global': 'place', 'local': '02q-place'}",2374412,Which place is it?,['03795143'],['03795144'],02q-place,place,place
0835569,forest,"{'global': 'place', 'local': '02q-place'}",2328785,Which place is it?,"['0835568', '0835571', '0835570', '0835573', '0835572']",['0835569'],02q-place,place,place
03131028,swimming pool,"{'global': 'place', 'local': '02q-place'}",2366780,What place was the photo taken at?,['03131029'],['03131028'],02q-place,place,place
03131029,swimming pool,"{'global': 'place', 'local': '02q-place'}",2366780,Which place is it?,['03131028'],['03131029'],02q-place,place,place
02957128,city,"{'global': 'place', 'local': '02q-place'}",2352843,Which place is it?,"['02957126', '02957127', '02957131', '02957130', '02957133', '02957132', '02957129']",['02957128'],02q-place,place,place
11867497,pen,"{'global': '', 'local': '02q-place'}",2328560,What place is this?,['11867498'],['11867497'],02q-place,place,
00137770,highway,"{'global': 'road', 'local': '02q-place'}",2371269,Which place is it?,"['00137768', '00137769']",['00137770'],02q-place,place,road
03195357,ocean,"{'global': 'place', 'local': '02q-place'}",2326574,What place is it?,['03195358'],['03195357'],02q-place,place,place
09767032,desert,"{'global': 'place', 'local': '02q-place'}",2396397,Which place is it?,"['09767031', '09767030', '09767033', '09767035', '09767034', '09767037', '09767036', '09767028', '09767029']",['09767032'],02q-place,place,place
021049355,station,"{'global': 'place', 'local': '02q-place'}",2394610,What place is the photo in?,['021049356'],['021049355'],02q-place,place,place
05748898,parking lot,"{'global': 'place', 'local': '02q-place'}",2371801,Which place is it?,"['05748897', '05748899', '05748902', '05748903', '05748900', '05748901']",['05748898'],02q-place,place,place
09105761,ocean,"{'global': 'place', 'local': '02q-place'}",2396882,Which place is this?,['09105762'],['09105761'],02q-place,place,place
19106412,hallway,"{'global': 'place', 'local': '02q-place'}",2336032,Which place is it?,"['19106411', '19106413', '19106414', '19106415']",['19106412'],02q-place,place,place
08949615,shore,"{'global': 'place', 'local': '02q-place'}",2354669,What is the photo showing?,['08949616'],['08949615'],02q-place,place,place
08949616,shore,"{'global': 'place', 'local': '02q-place'}",2354669,Which place is it?,['08949615'],['08949616'],02q-place,place,place
19835854,street,"{'global': 'place', 'local': '02q-place'}",1653,Which place is it?,['19835853'],['19835854'],02q-place,place,place
02595968,park,"{'global': 'place', 'local': '02q-place'}",2347500,Which place is it?,"['02595966', '02595967', '02595969', '02595972', '02595971', '02595970']",['02595968'],02q-place,place,place
09249818,city,"{'global': 'place', 'local': '02q-place'}",2336834,Which place is it?,"['09249821', '09249820', '09249819', '09249816', '09249817']",['09249818'],02q-place,place,place
18934583,field,"{'global': 'place', 'local': '02q-place'}",2410613,Which place is it?,"['18934587', '18934586', '18934585', '18934584', '18934582']",['18934583'],02q-place,place,place
02149775,walkway,"{'global': 'road', 'local': '02q-place'}",2395041,What type of place is it?,['02149776'],['02149775'],02q-place,place,road
02149776,walkway,"{'global': 'road', 'local': '02q-place'}",2395041,Which place is it?,['02149775'],['02149776'],02q-place,place,road
18362383,sidewalk,"{'global': 'road', 'local': '02q-place'}",1832,Which place is it?,['18362382'],['18362383'],02q-place,place,road
05724621,swimming pool,"{'global': 'place', 'local': '02q-place'}",2330326,Which place is it?,['05724620'],['05724621'],02q-place,place,place
0130574,restaurant,"{'global': 'place', 'local': '02q-place'}",2368881,Which place is it?,"['0130573', '0130576', '0130577', '0130575']",['0130574'],02q-place,place,place
09839516,road,"{'global': 'road', 'local': '02q-place'}",2336709,Which place is it?,['09839515'],['09839516'],02q-place,place,road
01878317,forest,"{'global': 'place', 'local': '02q-place'}",2343120,Which place is it?,"['01878320', '01878321', '01878322', '01878319', '01878318', '01878315', '01878316']",['01878317'],02q-place,place,place
18121434,skate park,"{'global': 'place', 'local': '02q-place'}",2340652,Which place is it?,['18121433'],['18121434'],02q-place,place,place
11951784,beach,"{'global': 'place', 'local': '02q-place'}",2348678,Which place is it?,"['11951791', '11951790', '11951788', '11951789', '11951783', '11951785', '11951786', '11951787']",['11951784'],02q-place,place,place
0544985,path,"{'global': 'road', 'local': '02q-place'}",2385032,Which place is it?,['0544984'],['0544985'],02q-place,place,road
10268921,road,"{'global': 'road', 'local': '02q-place'}",2342074,Which place is it?,['10268920'],['10268921'],02q-place,place,road
10107498,desert,"{'global': 'place', 'local': '02q-place'}",2345122,Which place is it?,"['10107501', '10107500', '10107503', '10107502', '10107505', '10107504', '10107499', '10107497']",['10107498'],02q-place,place,place
04109247,street,"{'global': 'place', 'local': '02q-place'}",2365270,What place is the photo in?,"['04109248', '04109246']","['04109246', '04109247']",02q-place,place,place
14178439,zoo,"{'global': 'place', 'local': '02q-place'}",2394547,Which place is it?,"['14178442', '14178443', '14178440', '14178441', '14178444', '14178438']",['14178439'],02q-place,place,place
1337688,field,"{'global': 'place', 'local': '02q-place'}",2415035,Which place is it?,"['1337689', '1337690', '1337691', '1337687']",['1337688'],02q-place,place,place
08111025,station,"{'global': 'place', 'local': '02q-place'}",2396972,Which place is it?,['08111024'],['08111025'],02q-place,place,place
0127234,road,"{'global': 'road', 'local': '02q-place'}",2387702,Where is it?,['0127235'],['0127234'],02q-place,place,road
0127235,road,"{'global': 'road', 'local': '02q-place'}",2387702,Which place is it?,['0127234'],['0127235'],02q-place,place,road
02248491,field,"{'global': 'place', 'local': '02q-place'}",2321728,Which place is it?,"['02248489', '02248494', '02248493', '02248492', '02248490']",['02248491'],02q-place,place,place
09530356,shop,"{'global': 'place', 'local': '02q-place'}",2345033,Which place is it?,"['09530360', '09530358', '09530359', '09530357', '09530355']",['09530356'],02q-place,place,place
061052933,station,"{'global': 'place', 'local': '02q-place'}",2381875,Which place is it?,['061052932'],['061052933'],02q-place,place,place
061052932,station,"{'global': 'place', 'local': '02q-place'}",2381875,Where is this?,['061052933'],['061052932'],02q-place,place,place
06882568,park,"{'global': 'place', 'local': '02q-place'}",2331046,Which place is it?,"['06882567', '06882571', '06882569', '06882570', '06882566', '06882572']",['06882568'],02q-place,place,place
05894431,path,"{'global': 'road', 'local': '02q-place'}",2384648,Which place is it?,['05894430'],['05894431'],02q-place,place,road
05894430,path,"{'global': 'road', 'local': '02q-place'}",2384648,What place is shown?,['05894431'],['05894430'],02q-place,place,road
181008045,river,"{'global': 'place', 'local': '02q-place'}",2352856,Which place is it?,"['181008046', '181008047', '181008048', '181008049', '181008051', '181008050', '181008044', '181008052']",['181008045'],02q-place,place,place
18340637,field,"{'global': 'place', 'local': '02q-place'}",2417641,Which place is it?,"['18340638', '18340640', '18340639', '18340636']",['18340637'],02q-place,place,place
10282788,city,"{'global': 'place', 'local': '02q-place'}",2369833,Which place is it?,"['10282789', '10282792', '10282790', '10282791', '10282787']",['10282788'],02q-place,place,place
12526125,ocean,"{'global': 'place', 'local': '02q-place'}",2384502,Which place is it?,['12526124'],['12526125'],02q-place,place,place
12526124,ocean,"{'global': 'place', 'local': '02q-place'}",2384502,What place was the photo taken at?,['12526125'],['12526124'],02q-place,place,place
19798720,hangar,"{'global': 'place', 'local': '02q-place'}",2370184,Which place is it?,['19798719'],['19798720'],02q-place,place,place
09751969,beach,"{'global': 'place', 'local': '02q-place'}",2387278,Which place is it?,"['09751972', '09751971', '09751970', '09751968']",['09751969'],02q-place,place,place
03629024,park,"{'global': 'place', 'local': '02q-place'}",2321518,Which place is it?,"['03629028', '03629027', '03629026', '03629025', '03629023']",['03629024'],02q-place,place,place
00828787,store,"{'global': 'place', 'local': '02q-place'}",2403002,Which place is it?,"['00828790', '00828786', '00828792', '00828793', '00828789', '00828788', '00828791']",['00828787'],02q-place,place,place
00457683,pub,"{'global': 'place', 'local': '02q-place'}",2402763,Which place is it?,['00457682'],['00457683'],02q-place,place,place
09300457,city,"{'global': 'place', 'local': '02q-place'}",2340989,Which place is it?,"['09300458', '09300459', '09300460', '09300456']",['09300457'],02q-place,place,place
15339507,sea,"{'global': 'place', 'local': '02q-place'}",2365243,What place is it?,['15339508'],['15339507'],02q-place,place,place
15339508,sea,"{'global': 'place', 'local': '02q-place'}",2365243,Which place is it?,['15339507'],['15339508'],02q-place,place,place
12256869,highway,"{'global': 'road', 'local': '02q-place'}",2321657,What kind of place is shown?,['12256870'],['12256869'],02q-place,place,road
14129124,swimming pool,"{'global': 'place', 'local': '02q-place'}",1592732,Which place is it?,['14129123'],['14129124'],02q-place,place,place
14129123,swimming pool,"{'global': 'place', 'local': '02q-place'}",1592732,Where was the picture taken?,['14129124'],['14129123'],02q-place,place,place
17351100,station,"{'global': 'place', 'local': '02q-place'}",2344474,Which place is it?,['17351099'],['17351100'],02q-place,place,place
18890910,field,"{'global': 'place', 'local': '02q-place'}",2402671,Which place is it?,"['18890915', '18890914', '18890916', '18890911', '18890913', '18890912', '18890909']",['18890910'],02q-place,place,place
04735911,airport,"{'global': 'place', 'local': '02q-place'}",2403831,Which place is it?,"['04735908', '04735909', '04735910', '04735913', '04735912', '04735915', '04735914']",['04735911'],02q-place,place,place
091001809,forest,"{'global': 'place', 'local': '02q-place'}",2391214,Which place is it?,"['091001808', '091001812', '091001810', '091001811']",['091001809'],02q-place,place,place
16231474,zoo,"{'global': 'place', 'local': '02q-place'}",2390075,Which place is it?,"['16231473', '16231472', '16231475', '16231477', '16231476']",['16231474'],02q-place,place,place
04122277,ocean,"{'global': 'place', 'local': '02q-place'}",2322628,Which place is it?,"['04122276', '04122275']",['04122277'],02q-place,place,place
18554581,runway,"{'global': 'road', 'local': '02q-place'}",2393639,What place is pictured?,['18554582'],['18554581'],02q-place,place,road
02704815,lawn,"{'global': 'place', 'local': '02q-place'}",2330917,What kind of place is it?,['02704816'],['02704815'],02q-place,place,place
02704816,lawn,"{'global': 'place', 'local': '02q-place'}",2330917,Which place is it?,['02704815'],['02704816'],02q-place,place,place
09152658,ocean,"{'global': 'place', 'local': '02q-place'}",2315727,What type of place is shown?,"['09152659', '09152660']","['09152659', '09152658']",02q-place,place,place
04147661,city,"{'global': 'place', 'local': '02q-place'}",2360986,Which place is it?,"['04147664', '04147660', '04147662', '04147663']",['04147661'],02q-place,place,place
13534599,field,"{'global': 'place', 'local': '02q-place'}",2319456,Which place is it?,"['13534600', '13534601', '13534602', '13534603', '13534598']",['13534599'],02q-place,place,place
18507593,garden,"{'global': 'place', 'local': '02q-place'}",2372858,Which place is it?,"['18507596', '18507594', '18507595', '18507592', '18507591']",['18507593'],02q-place,place,place
14727741,hallway,"{'global': 'place', 'local': '02q-place'}",2413696,Which place is it?,"['14727739', '14727743', '14727742', '14727740', '14727744']",['14727741'],02q-place,place,place
17398544,field,"{'global': 'place', 'local': '02q-place'}",2321675,Which place is it?,"['17398547', '17398546', '17398545', '17398543']",['17398544'],02q-place,place,place
13562186,zoo,"{'global': 'place', 'local': '02q-place'}",2360312,Which place is it?,"['13562185', '13562191', '13562187', '13562188', '13562189', '13562190']",['13562186'],02q-place,place,place
09157408,pavement,"{'global': 'road', 'local': '02q-place'}",2341100,Which place is it?,['09157407'],['09157408'],02q-place,place,road
09157407,pavement,"{'global': 'road', 'local': '02q-place'}",2341100,What place is it?,['09157408'],['09157407'],02q-place,place,road
13657849,airport,"{'global': 'place', 'local': '02q-place'}",2415931,What place was the image taken at?,"['13657853', '13657852', '13657851', '13657850', '13657854']",['13657849'],02q-place,place,place
18127526,beach,"{'global': 'place', 'local': '02q-place'}",2355612,Which place is it?,"['18127525', '18127527', '18127529', '18127528']",['18127526'],02q-place,place,place
09273644,runway,"{'global': 'road', 'local': '02q-place'}",2316420,What place is shown?,['09273645'],['09273644'],02q-place,place,road
18922690,market,"{'global': 'place', 'local': '02q-place'}",2358811,Which place is this?,['18922691'],['18922690'],02q-place,place,place
0083936,ocean,"{'global': 'place', 'local': '02q-place'}",2357245,Which place is it?,['0083935'],['0083936'],02q-place,place,place
0083935,ocean,"{'global': 'place', 'local': '02q-place'}",2357245,Which place is this photo in?,['0083936'],['0083935'],02q-place,place,place
0479613,road,"{'global': 'road', 'local': '02q-place'}",2401325,What place was the picture taken at?,['0479614'],['0479613'],02q-place,place,road
09550081,restaurant,"{'global': 'place', 'local': '02q-place'}",2360257,Which place is it?,"['09550084', '09550080', '09550082', '09550083']",['09550081'],02q-place,place,place
04314670,street,"{'global': 'place', 'local': '02q-place'}",2348984,Which place is it?,['04314669'],['04314670'],02q-place,place,place
08651401,airport,"{'global': 'place', 'local': '02q-place'}",2376874,Which place is it?,"['08651404', '08651402', '08651403', '08651400']",['08651401'],02q-place,place,place
03210235,beach,"{'global': 'place', 'local': '02q-place'}",2355043,Which place is it?,"['03210238', '03210239', '03210234', '03210236', '03210237', '03210241', '03210240']",['03210235'],02q-place,place,place
05925178,sidewalk,"{'global': 'road', 'local': '02q-place'}",2352009,What kind of place is this?,['05925179'],['05925178'],02q-place,place,road
121041668,city,"{'global': 'place', 'local': '02q-place'}",1742,Which place is it?,"['121041669', '121041670', '121041667', '121041671']",['121041668'],02q-place,place,place
05181275,ocean,"{'global': 'place', 'local': '02q-place'}",2327402,What place does this represent?,['05181276'],['05181275'],02q-place,place,place
1053110,street,"{'global': 'place', 'local': '02q-place'}",2348891,Which place is it?,"['1053108', '1053109']",['1053110'],02q-place,place,place
17917621,lake,"{'global': 'place', 'local': '02q-place'}",2320493,Which place is it?,['17917620'],['17917621'],02q-place,place,place
11354499,pavement,"{'global': 'road', 'local': '02q-place'}",2382462,Which place is it?,['11354498'],['11354499'],02q-place,place,road
11354498,pavement,"{'global': 'road', 'local': '02q-place'}",2382462,What kind of place is it?,['11354499'],['11354498'],02q-place,place,road
14598176,field,"{'global': 'place', 'local': '02q-place'}",2349526,Which place is it?,"['14598181', '14598180', '14598182', '14598178', '14598179', '14598175', '14598177']",['14598176'],02q-place,place,place
00414178,shore,"{'global': 'place', 'local': '02q-place'}",2365322,What place is shown?,['00414179'],['00414178'],02q-place,place,place
08597159,meadow,"{'global': 'place', 'local': '02q-place'}",2341730,Which place is it?,['08597158'],['08597159'],02q-place,place,place
08597158,meadow,"{'global': 'place', 'local': '02q-place'}",2341730,What place could this be?,['08597159'],['08597158'],02q-place,place,place
18951746,skate park,"{'global': 'place', 'local': '02q-place'}",2363548,What type of place is pictured?,['18951747'],['18951746'],02q-place,place,place
14691406,beach,"{'global': 'place', 'local': '02q-place'}",2404046,Which place is it?,"['14691408', '14691409', '14691407', '14691405']",['14691406'],02q-place,place,place
09518081,walkway,"{'global': 'road', 'local': '02q-place'}",2333804,Which place is it?,['09518080'],['09518081'],02q-place,place,road
09518080,walkway,"{'global': 'road', 'local': '02q-place'}",2333804,What place is it?,['09518081'],['09518080'],02q-place,place,road
19869787,store,"{'global': 'place', 'local': '02q-place'}",2416848,Which place is it?,"['19869786', '19869788', '19869789', '19869791', '19869790']",['19869787'],02q-place,place,place
09889058,beach,"{'global': 'place', 'local': '02q-place'}",2347823,Which place is it?,"['09889061', '09889059', '09889057', '09889060']",['09889058'],02q-place,place,place
08606417,lawn,"{'global': 'place', 'local': '02q-place'}",2391114,Which place is it?,['08606416'],['08606417'],02q-place,place,place
08606416,lawn,"{'global': 'place', 'local': '02q-place'}",2391114,What place was the image taken at?,['08606417'],['08606416'],02q-place,place,place
18149815,ocean,"{'global': 'place', 'local': '02q-place'}",2333455,What place could this be?,['18149816'],['18149815'],02q-place,place,place
09976773,park,"{'global': 'place', 'local': '02q-place'}",2376805,Which place is it?,"['09976778', '09976779', '09976772', '09976776', '09976777', '09976774', '09976775']",['09976773'],02q-place,place,place
09810450,parking lot,"{'global': 'place', 'local': '02q-place'}",2381689,Which place is it?,"['09810449', '09810451', '09810452', '09810453', '09810454', '09810455']",['09810450'],02q-place,place,place
19536327,sidewalk,"{'global': 'road', 'local': '02q-place'}",2336204,What place is this?,['19536328'],['19536327'],02q-place,place,road
16642888,cafe,"{'global': 'place', 'local': '02q-place'}",2361351,Which place is it?,['16642887'],['16642888'],02q-place,place,place
09299154,shore,"{'global': 'place', 'local': '02q-place'}",2340985,Where was the image taken?,['09299155'],['09299154'],02q-place,place,place
1049175,runway,"{'global': 'road', 'local': '02q-place'}",2356605,What kind of place is this?,['1049176'],['1049175'],02q-place,place,road
1049176,runway,"{'global': 'road', 'local': '02q-place'}",2356605,Which place is it?,['1049175'],['1049176'],02q-place,place,road
031004088,field,"{'global': 'place', 'local': '02q-place'}",2381481,Which place is it?,"['031004089', '031004091', '031004087', '031004093', '031004090', '031004092']",['031004088'],02q-place,place,place
